-1.263138728979221344e+09	-1.275639985721946716e+09	-1.287720794914136887e+09	-1.299327886395658493e+09	-1.310404656806417465e+09	-1.320891098127462387e+09	-1.330723743941265106e+09	-1.339835636824686050e+09	-1.348156320590574265e+09	-1.355611861387018204e+09	-1.362124901936614990e+09	-1.367614753441511154e+09	-1.371997529880384445e+09	-1.375186329565568924e+09	-1.377091468896970749e+09	-1.377620773224769592e+09	-1.376679929596836090e+09	-1.374172905897884369e+09	-1.370002440465867996e+09	-1.364070605675621033e+09	-1.356279448191768646e+09	-1.346531707595769882e+09	-1.334731613872297287e+09	-1.320785762791110992e+09	-1.304604066540647507e+09	-1.286100775066720963e+09	-1.265195561461805344e+09	-1.241814662466632843e+09	-1.215892062727806091e+09	-1.187370708959283829e+09	-1.156203737650056839e+09	-1.122355697528091431e+09	-1.085803745725675583e+09	-1.046538794596826553e+09	-1.004566584523275375e+09	-9.599086569228286743e+08	-9.126032011499500275e+08	-8.627057491508083344e+08	-8.102896926866703033e+08	-7.554465997269573212e+08	-6.982863092689094543e+08	-6.389367873583221436e+08	-5.775437314232559204e+08	-5.142699151061515808e+08	-4.492942714655570984e+08	-3.828107185542373657e+08	-3.150267377707252502e+08	-2.461617218059349060e+08	-1.764451152280082703e+08	-1.061143765277252197e+08	-3.541279554969406128e+07	3.541279554969406128e+07	1.061143765277252197e+08	1.764451152280082703e+08	2.461617218059349060e+08	3.150267377707252502e+08	3.828107185542373657e+08	4.492942714655570984e+08	5.142699151061515808e+08	5.775437314232559204e+08	6.389367873583183289e+08	6.982863092689094543e+08	7.554465997269573212e+08	8.102896926866703033e+08	8.627057491508083344e+08	9.126032011499500275e+08	9.599086569228286743e+08	1.004566584523275375e+09	1.046538794596826553e+09	1.085803745725675583e+09	1.122355697528091431e+09	1.156203737650056839e+09	1.187370708959283829e+09	1.215892062727806091e+09	1.241814662466632843e+09	1.265195561461805344e+09	1.286100775066720963e+09	1.304604066540651321e+09	1.320785762791114807e+09	1.334731613872297287e+09	1.346531707595769882e+09	1.356279448191768646e+09	1.364070605675621033e+09	1.370002440465867996e+09	1.374172905897884369e+09	1.376679929596839905e+09	1.377620773224771500e+09	1.377091468896968842e+09	1.375186329565567017e+09	1.371997529880382538e+09	1.367614753441511154e+09	1.362124901936613083e+09	1.355611861387018204e+09	1.348156320590574265e+09	1.339835636824686050e+09	1.330723743941265106e+09	1.320891098127460480e+09	1.310404656806419373e+09	1.299327886395660400e+09	1.287720794914136887e+09
-1.301346547295486450e+09	-1.315021390011566162e+09	-1.328294565916336060e+09	-1.341110714992136002e+09	-1.353410812859941483e+09	-1.365132072526130676e+09	-1.376207863475370407e+09	-1.386567651854028702e+09	-1.396136965860811234e+09	-1.404837390829059601e+09	-1.412586598839935303e+09	-1.419298418034568787e+09	-1.424882947081977844e+09	-1.429246720491659164e+09	-1.432292930615962982e+09	-1.433921712246126175e+09	-1.434030495644153595e+09	-1.432514433645429611e+09	-1.429266908087566376e+09	-1.424180120243959427e+09	-1.417145769139715195e+09	-1.408055820580263138e+09	-1.396803368409065247e+09	-1.383283587916860580e+09	-1.367394779443969727e+09	-1.349039498052972794e+09	-1.328125762716091156e+09	-1.304568335789583206e+09	-1.278290060680038452e+09	-1.249223242606981277e+09	-1.217311054311401367e+09	-1.182508945547214508e+09	-1.144786032335006714e+09	-1.104126439380792618e+09	-1.060530566902938843e+09	-1.014016251507570267e+09	-9.646197898460865021e+08	-9.123967937051067352e+08	-8.574228460308303833e+08	-7.997939292600975037e+08	-7.396266002678985596e+08	-6.770578902531776428e+08	-6.122449129287338257e+08	-5.453641703647880554e+08	-4.766105526119308472e+08	-4.061960346039466858e+08	-3.343480815732345581e+08	-2.613077820282707214e+08	-1.873277349474945068e+08	-1.126697249331092834e+08	-3.760222534736251831e+07	3.760222534736251831e+07	1.126697249331092834e+08	1.873277349474945068e+08	2.613077820282707214e+08	3.343480815732345581e+08	4.061960346039466858e+08	4.766105526119308472e+08	5.453641703647880554e+08	6.122449129287300110e+08	6.770578902531738281e+08	7.396266002678985596e+08	7.997939292600975037e+08	8.574228460308303833e+08	9.123967937051067352e+08	9.646197898460865021e+08	1.014016251507570267e+09	1.060530566902938843e+09	1.104126439380792618e+09	1.144786032335006714e+09	1.182508945547214508e+09	1.217311054311401367e+09	1.249223242606977463e+09	1.278290060680042267e+09	1.304568335789587021e+09	1.328125762716091156e+09	1.349039498052972794e+09	1.367394779443973541e+09	1.383283587916860580e+09	1.396803368409065247e+09	1.408055820580263138e+09	1.417145769139715195e+09	1.424180120243959427e+09	1.429266908087566376e+09	1.432514433645433426e+09	1.434030495644153595e+09	1.433921712246126175e+09	1.432292930615966797e+09	1.429246720491657257e+09	1.424882947081977844e+09	1.419298418034568787e+09	1.412586598839933395e+09	1.404837390829057693e+09	1.396136965860811234e+09	1.386567651854028702e+09	1.376207863475370407e+09	1.365132072526132584e+09	1.353410812859937668e+09	1.341110714992139816e+09	1.328294565916336060e+09
-1.340695111548553467e+09	-1.355620062603010178e+09	-1.370166105564870834e+09	-1.384275861357137680e+09	-1.397887934498472214e+09	-1.410936784092758179e+09	-1.423352611411703110e+09	-1.435061268148178101e+09	-1.445984189868917465e+09	-1.456038359649921417e+09	-1.465136307327590942e+09	-1.473186150229278564e+09	-1.480091681642807007e+09	-1.485752513627801895e+09	-1.490064281038835526e+09	-1.492918913798450470e+09	-1.494204984497423172e+09	-1.493808138281650543e+09	-1.491611611675624847e+09	-1.487496846460062027e+09	-1.481344203931224823e+09	-1.473033783790739059e+09	-1.462446350519508362e+09	-1.449464368353813171e+09	-1.433973143893228531e+09	-1.415862072923686981e+09	-1.395025985245668411e+09	-1.371366578184202194e+09	-1.344793926069227219e+09	-1.315228049379583359e+09	-1.282600523530281067e+09	-1.246856103564207077e+09	-1.207954337418170929e+09	-1.165871137124778748e+09	-1.120600274451759338e+09	-1.072154765247642517e+09	-1.020568105332973480e+09	-9.658953203192253113e+08	-9.082137924012794495e+08	-8.476238290726280212e+08	-7.842489419309654236e+08	-7.182358082991714478e+08	-6.497538942469177246e+08	-5.789947246575622559e+08	-5.061707940738487244e+08	-4.315141209379081726e+08	-3.552744572225494385e+08	-2.777171749899330139e+08	-1.991208607396850586e+08	-1.197746571358299255e+08	-3.997539945619201660e+07	3.997539945619201660e+07	1.197746571358299255e+08	1.991208607396850586e+08	2.777171749899330139e+08	3.552744572225494385e+08	4.315141209379081726e+08	5.061707940738487244e+08	5.789947246575622559e+08	6.497538942469177246e+08	7.182358082991714478e+08	7.842489419309654236e+08	8.476238290726280212e+08	9.082137924012794495e+08	9.658953203192253113e+08	1.020568105332973480e+09	1.072154765247642517e+09	1.120600274451759338e+09	1.165871137124778748e+09	1.207954337418170929e+09	1.246856103564207077e+09	1.282600523530281067e+09	1.315228049379579544e+09	1.344793926069231033e+09	1.371366578184202194e+09	1.395025985245670319e+09	1.415862072923690796e+09	1.433973143893228531e+09	1.449464368353813171e+09	1.462446350519506454e+09	1.473033783790737152e+09	1.481344203931224823e+09	1.487496846460062027e+09	1.491611611675624847e+09	1.493808138281654358e+09	1.494204984497425079e+09	1.492918913798450470e+09	1.490064281038839340e+09	1.485752513627801895e+09	1.480091681642807007e+09	1.473186150229278564e+09	1.465136307327590942e+09	1.456038359649921417e+09	1.445984189868917465e+09	1.435061268148178101e+09	1.423352611411703110e+09	1.410936784092758179e+09	1.397887934498474121e+09	1.384275861357137680e+09	1.370166105564870834e+09
-1.381200340890232086e+09	-1.397455764488374710e+09	-1.413359434876104355e+09	-1.428852055411991119e+09	-1.443869940576578140e+09	-1.458344851881597519e+09	-1.472203849160047531e+09	-1.485369161641838074e+09	-1.497758083759031296e+09	-1.509282901178886414e+09	-1.519850853122404099e+09	-1.529364137576681137e+09	-1.537719966533878326e+09	-1.544810678867792130e+09	-1.550523918865722656e+09	-1.554742888739995956e+09	-1.557346683617610931e+09	-1.558210717511840820e+09	-1.557207248575923920e+09	-1.554206011485822678e+09	-1.549074964052234650e+09	-1.541681154080671310e+09	-1.531891711042320251e+09	-1.519574965254615784e+09	-1.504601694973127365e+09	-1.486846499052429199e+09	-1.466189289646062851e+09	-1.442516895805356979e+09	-1.415724764849796295e+09	-1.385718744088600159e+09	-1.352416920973535538e+09	-1.315751495187072754e+09	-1.275670651675144196e+09	-1.232140399406364441e+09	-1.185146336885635376e+09	-1.134695302392528534e+09	-1.080816864779689789e+09	-1.023564609674819946e+09	-9.630171762808532715e+08	-8.992790018269462585e+08	-8.324807342029266357e+08	-7.627792784603729248e+08	-6.903574496602859497e+08	-6.154232128781051636e+08	-5.382085008451271057e+08	-4.589676104261436462e+08	-3.779751905449790955e+08	-2.955238458473892212e+08	-2.119213918652801514e+08	-1.274878082295150757e+08	-4.255194609105682373e+07	4.255194609105682373e+07	1.274878082295150757e+08	2.119213918652801514e+08	2.955238458473892212e+08	3.779751905449790955e+08	4.589676104261436462e+08	5.382085008451271057e+08	6.154232128781051636e+08	6.903574496602859497e+08	7.627792784603729248e+08	8.324807342029266357e+08	8.992790018269462585e+08	9.630171762808532715e+08	1.023564609674823761e+09	1.080816864779689789e+09	1.134695302392528534e+09	1.185146336885635376e+09	1.232140399406364441e+09	1.275670651675144196e+09	1.315751495187072754e+09	1.352416920973539352e+09	1.385718744088600159e+09	1.415724764849800110e+09	1.442516895805356979e+09	1.466189289646062851e+09	1.486846499052429199e+09	1.504601694973127365e+09	1.519574965254619598e+09	1.531891711042320251e+09	1.541681154080671310e+09	1.549074964052234650e+09	1.554206011485822678e+09	1.557207248575923920e+09	1.558210717511838913e+09	1.557346683617607117e+09	1.554742888739997864e+09	1.550523918865726471e+09	1.544810678867795944e+09	1.537719966533880234e+09	1.529364137576684952e+09	1.519850853122404099e+09	1.509282901178882599e+09	1.497758083759031296e+09	1.485369161641838074e+09	1.472203849160047531e+09	1.458344851881597519e+09	1.443869940576576233e+09	1.428852055411993027e+09	1.413359434876100540e+09
-1.422875909298534393e+09	-1.440546066696247101e+09	-1.457896469900520325e+09	-1.474866041513595581e+09	-1.491388923242002487e+09	-1.507394272044387817e+09	-1.522806069900079727e+09	-1.537542951912996292e+09	-1.551518058103019714e+09	-1.564638914903457642e+09	-1.576807353068937302e+09	-1.587919469388019562e+09	-1.597865640271917343e+09	-1.606530595931686401e+09	-1.613793564434000015e+09	-1.619528495407567978e+09	-1.623604373520542145e+09	-1.625885632020473480e+09	-1.626232676575742722e+09	-1.624502529327907562e+09	-1.620549602405445099e+09	-1.614226609104619980e+09	-1.605385619460428238e+09	-1.593879264960994720e+09	-1.579562094662631989e+09	-1.562292081913059235e+09	-1.541932277277715683e+09	-1.518352599102209091e+09	-1.491431748472507477e+09	-1.461059230228633881e+09	-1.427137456253978729e+09	-1.389583901650016785e+09	-1.348333278800369263e+09	-1.303339688951320648e+09	-1.254578706042873383e+09	-1.202049343392745972e+09	-1.145775850755283356e+09	-1.085809287534751892e+09	-1.022228817795471191e+09	-9.551426744053802490e+08	-8.846887433440208435e+08	-8.110347249876594543e+08	-7.343778370482444763e+08	-6.549440336733512878e+08	-5.729867267842941284e+08	-4.887850086965026855e+08	-4.026413889859771729e+08	-3.148790729055099487e+08	-2.258388228222389221e+08	-1.358754575211639404e+08	-4.535405618192291260e+07	4.535405618192291260e+07	1.358754575211639404e+08	2.258388228222351074e+08	3.148790729055099487e+08	4.026413889859771729e+08	4.887850086965026855e+08	5.729867267842941284e+08	6.549440336733551025e+08	7.343778370482444763e+08	8.110347249876594543e+08	8.846887433440170288e+08	9.551426744053802490e+08	1.022228817795471191e+09	1.085809287534755707e+09	1.145775850755283356e+09	1.202049343392745972e+09	1.254578706042873383e+09	1.303339688951320648e+09	1.348333278800369263e+09	1.389583901650016785e+09	1.427137456253982544e+09	1.461059230228633881e+09	1.491431748472507477e+09	1.518352599102212906e+09	1.541932277277719498e+09	1.562292081913059235e+09	1.579562094662635803e+09	1.593879264960994720e+09	1.605385619460428238e+09	1.614226609104619980e+09	1.620549602405445099e+09	1.624502529327907562e+09	1.626232676575742722e+09	1.625885632020477295e+09	1.623604373520542145e+09	1.619528495407569885e+09	1.613793564434000015e+09	1.606530595931686401e+09	1.597865640271917343e+09	1.587919469388023376e+09	1.576807353068935394e+09	1.564638914903455734e+09	1.551518058103019714e+09	1.537542951912996292e+09	1.522806069900079727e+09	1.507394272044387817e+09	1.491388923242002487e+09	1.474866041513593674e+09	1.457896469900518417e+09
-1.465732912278039932e+09	-1.484905995110416412e+09	-1.503796645001464844e+09	-1.522342180966325760e+09	-1.540474730973060608e+09	-1.558120983302782059e+09	-1.575201949123708725e+09	-1.591632741272693634e+09	-1.607322374983480453e+09	-1.622173597092512131e+09	-1.636082751081882477e+09	-1.648939686169891357e+09	-1.660627719515096664e+09	-1.671023661434823990e+09	-1.679997914324897766e+09	-1.687414656666347504e+09	-1.693132124074617386e+09	-1.697002999736755371e+09	-1.698874926734792709e+09	-1.698591154606990814e+09	-1.695991331984222412e+09	-1.690912456186470032e+09	-1.683189989203481674e+09	-1.672659147447160721e+09	-1.659156369991840363e+09	-1.642520966666624069e+09	-1.622596943305019379e+09	-1.599234996689874649e+09	-1.572294666288927078e+09	-1.541646623828865051e+09	-1.507175075219169617e+09	-1.468780242477554321e+09	-1.426380886340736389e+09	-1.379916823435188293e+09	-1.329351385541812897e+09	-1.274673762964015961e+09	-1.215901169668449402e+09	-1.153080765085853577e+09	-1.086291266589691162e+09	-1.015644188025005341e+09	-9.412846434804916382e+08	-8.633916619284057617e+08	-7.821779674258270264e+08	-6.978891911651687622e+08	-6.108024955214042664e+08	-5.212246059597854614e+08	-4.294892636918525696e+08	-3.359541296331558228e+08	-2.409971877717628479e+08	-1.450127127050781250e+08	-4.840688105111312866e+07	4.840688105111312866e+07	1.450127127050781250e+08	2.409971877717590332e+08	3.359541296331558228e+08	4.294892636918525696e+08	5.212246059597854614e+08	6.108024955214042664e+08	6.978891911651725769e+08	7.821779674258270264e+08	8.633916619284019470e+08	9.412846434804916382e+08	1.015644188025009155e+09	1.086291266589691162e+09	1.153080765085853577e+09	1.215901169668449402e+09	1.274673762964015961e+09	1.329351385541812897e+09	1.379916823435188293e+09	1.426380886340736389e+09	1.468780242477554321e+09	1.507175075219169617e+09	1.541646623828861237e+09	1.572294666288927078e+09	1.599234996689874649e+09	1.622596943305023193e+09	1.642520966666624069e+09	1.659156369991840363e+09	1.672659147447164536e+09	1.683189989203481674e+09	1.690912456186470032e+09	1.695991331984222412e+09	1.698591154606990814e+09	1.698874926734792709e+09	1.697002999736753464e+09	1.693132124074617386e+09	1.687414656666343689e+09	1.679997914324901581e+09	1.671023661434825897e+09	1.660627719515094757e+09	1.648939686169893265e+09	1.636082751081878662e+09	1.622173597092510223e+09	1.607322374983480453e+09	1.591632741272693634e+09	1.575201949123708725e+09	1.558120983302785873e+09	1.540474730973058701e+09	1.522342180966325760e+09	1.503796645001464844e+09
-1.509779507494911194e+09	-1.530547645246295929e+09	-1.551076501748664856e+09	-1.571302015442497253e+09	-1.591154507468576431e+09	-1.610558382893905640e+09	-1.629431839989643097e+09	-1.647686592785955429e+09	-1.665227612991136551e+09	-1.681952898292064667e+09	-1.697753275041809082e+09	-1.712512244374343872e+09	-1.726105881848056793e+09	-1.738402801783905029e+09	-1.749264198498741150e+09	-1.758543977599578857e+09	-1.766088991351613998e+09	-1.771739392803560257e+09	-1.775329123781492233e+09	-1.776686551970685959e+09	-1.775635272010892868e+09	-1.771995084744165421e+09	-1.765583167384675980e+09	-1.756215445335599899e+09	-1.743708173574899673e+09	-1.727879731899082184e+09	-1.708552633799741745e+09	-1.685555743331434250e+09	-1.658726688025997162e+09	-1.627914448782493591e+09	-1.592982099830791473e+09	-1.553809663513359070e+09	-1.510297035999694824e+09	-1.462366931458049774e+09	-1.409967784035415649e+09	-1.353076539671665192e+09	-1.291701263765197754e+09	-1.225883486498519897e+09	-1.155700205694934845e+09	-1.081265467835514069e+09	-1.002731451664497375e+09	-9.202889858777160645e+08	-8.341674428011474609e+08	-7.446339636265525818e+08	-6.519919873882064819e+08	-5.565790749494438171e+08	-4.587640401454162598e+08	-3.589434220623855591e+08	-2.575373542665748596e+08	-1.549849076043243408e+08	-5.173900195316696167e+07	5.173900195316696167e+07	1.549849076043243408e+08	2.575373542665710449e+08	3.589434220623855591e+08	4.587640401454162598e+08	5.565790749494438171e+08	6.519919873882064819e+08	7.446339636265563965e+08	8.341674428011474609e+08	9.202889858777160645e+08	1.002731451664493561e+09	1.081265467835514069e+09	1.155700205694934845e+09	1.225883486498519897e+09	1.291701263765197754e+09	1.353076539671665192e+09	1.409967784035415649e+09	1.462366931458049774e+09	1.510297035999694824e+09	1.553809663513359070e+09	1.592982099830799103e+09	1.627914448782493591e+09	1.658726688025997162e+09	1.685555743331434250e+09	1.708552633799741745e+09	1.727879731899082184e+09	1.743708173574899673e+09	1.756215445335599899e+09	1.765583167384675980e+09	1.771995084744165421e+09	1.775635272010892868e+09	1.776686551970685959e+09	1.775329123781492233e+09	1.771739392803562164e+09	1.766088991351613998e+09	1.758543977599578857e+09	1.749264198498741150e+09	1.738402801783905029e+09	1.726105881848054886e+09	1.712512244374343872e+09	1.697753275041809082e+09	1.681952898292062759e+09	1.665227612991136551e+09	1.647686592785955429e+09	1.629431839989643097e+09	1.610558382893907547e+09	1.591154507468578339e+09	1.571302015442497253e+09	1.551076501748662949e+09
-1.555020529072284698e+09	-1.577479766333700180e+09	-1.599749242318494797e+09	-1.621763789658016205e+09	-1.643452184093008041e+09	-1.664736789939565659e+09	-1.685533209572771072e+09	-1.705749942315996170e+09	-1.725288059110805511e+09	-1.744040900421581268e+09	-1.761893805994663239e+09	-1.778723886331716537e+09	-1.794399847035074234e+09	-1.808781878512983322e+09	-1.821721624862983704e+09	-1.833062247037923813e+09	-1.842638596588745117e+09	-1.850277517304054260e+09	-1.855798292852163315e+09	-1.859013258985246658e+09	-1.859728598887105942e+09	-1.857745339723409653e+09	-1.852860567269521713e+09	-1.844868873524591446e+09	-1.833564049356538773e+09	-1.818741030354572296e+09	-1.800198099110324860e+09	-1.777739341052913666e+09	-1.751177343717277527e+09	-1.720336120976413727e+09	-1.685054234430622101e+09	-1.645188074014202118e+09	-1.600615249231060028e+09	-1.551238031634948730e+09	-1.496986778682907104e+09	-1.437823259445858002e+09	-1.373743794450580597e+09	-1.304782115777690887e+09	-1.231011850073665619e+09	-1.152548526929000854e+09	-1.069551018615367889e+09	-9.822223248070907593e+08	-8.908096277954978943e+08	-7.956035597714653015e+08	-6.969366436847114563e+08	-5.951808924069023132e+08	-4.907445765990524292e+08	-3.840681987580375671e+08	-2.756197381721572876e+08	-1.658892576299705505e+08	-5.538298636618041992e+07	5.538298636618041992e+07	1.658892576299705505e+08	2.756197381721534729e+08	3.840681987580375671e+08	4.907445765990524292e+08	5.951808924069023132e+08	6.969366436847114563e+08	7.956035597714614868e+08	8.908096277954978943e+08	9.822223248070907593e+08	1.069551018615367889e+09	1.152548526929000854e+09	1.231011850073661804e+09	1.304782115777690887e+09	1.373743794450576782e+09	1.437823259445858002e+09	1.496986778682907104e+09	1.551238031634948730e+09	1.600615249231060028e+09	1.645188074014202118e+09	1.685054234430622101e+09	1.720336120976409912e+09	1.751177343717277527e+09	1.777739341052909851e+09	1.800198099110324860e+09	1.818741030354572296e+09	1.833564049356534958e+09	1.844868873524587631e+09	1.852860567269517899e+09	1.857745339723409653e+09	1.859728598887105942e+09	1.859013258985246658e+09	1.855798292852163315e+09	1.850277517304054260e+09	1.842638596588741302e+09	1.833062247037921906e+09	1.821721624862983704e+09	1.808781878512983322e+09	1.794399847035074234e+09	1.778723886331720352e+09	1.761893805994661331e+09	1.744040900421581268e+09	1.725288059110805511e+09	1.705749942315996170e+09	1.685533209572771072e+09	1.664736789939565659e+09	1.643452184093008041e+09	1.621763789658012390e+09	1.599749242318496704e+09
-1.601457075608983994e+09	-1.625707314393802643e+09	-1.649824246625543594e+09	-1.673741931963840485e+09	-1.697387923860851288e+09	-1.720682853422103882e+09	-1.743540012253198624e+09	-1.765864939750993729e+09	-1.787555021414154053e+09	-1.808499105986814499e+09	-1.828577150606563568e+09	-1.847659904596559525e+09	-1.865608644105360031e+09	-1.882274971434818268e+09	-1.897500694571716309e+09	-1.911117804108932495e+09	-1.922948566347757339e+09	-1.932805752841741562e+09	-1.940493027885694504e+09	-1.945805516364448547e+09	-1.948530574833913803e+09	-1.948448788574806213e+09	-1.945335216487764359e+09	-1.938960903931816101e+09	-1.929094680789087296e+09	-1.915505258017368317e+09	-1.897963630600250244e+09	-1.876245788024852753e+09	-1.850135725161136627e+09	-1.819428736702735901e+09	-1.783934967255592346e+09	-1.743483176924957275e+09	-1.697924669162246704e+09	-1.647137314116748810e+09	-1.591029587339324951e+09	-1.529544531062263489e+09	-1.462663534178394318e+09	-1.390409818268970490e+09	-1.312851511405719757e+09	-1.230104189759483337e+09	-1.142332769967483521e+09	-1.049752643255706787e+09	-9.526299557641372681e+08	-8.512809583733329773e+08	-7.460703732459754944e+08	-6.374087525942726135e+08	-5.257488368389549255e+08	-4.115809530128402710e+08	-2.954275284161033630e+08	-1.778368274419174194e+08	-5.937604941664886475e+07	5.937604941664886475e+07	1.778368274419174194e+08	2.954275284161033630e+08	4.115809530128402710e+08	5.257488368389549255e+08	6.374087525942726135e+08	7.460703732459754944e+08	8.512809583733291626e+08	9.526299557641372681e+08	1.049752643255702972e+09	1.142332769967479706e+09	1.230104189759483337e+09	1.312851511405719757e+09	1.390409818268974304e+09	1.462663534178394318e+09	1.529544531062263489e+09	1.591029587339324951e+09	1.647137314116748810e+09	1.697924669162246704e+09	1.743483176924957275e+09	1.783934967255596161e+09	1.819428736702735901e+09	1.850135725161128998e+09	1.876245788024852753e+09	1.897963630600246429e+09	1.915505258017364502e+09	1.929094680789091110e+09	1.938960903931816101e+09	1.945335216487764359e+09	1.948448788574810028e+09	1.948530574833913803e+09	1.945805516364448547e+09	1.940493027885694504e+09	1.932805752841741562e+09	1.922948566347761154e+09	1.911117804108936310e+09	1.897500694571720123e+09	1.882274971434816360e+09	1.865608644105361938e+09	1.847659904596559525e+09	1.828577150606563568e+09	1.808499105986814499e+09	1.787555021414154053e+09	1.765864939750993729e+09	1.743540012253198624e+09	1.720682853422100067e+09	1.697387923860855103e+09	1.673741931963842392e+09	1.649824246625541687e+09
-1.649086072392263412e+09	-1.675230974416843414e+09	-1.701306552830984116e+09	-1.727246491926456451e+09	-1.752977515334066391e+09	-1.778418902297630310e+09	-1.803481996773906708e+09	-1.828069714766269684e+09	-1.852076056547887802e+09	-1.875385631834749222e+09	-1.897873207531526566e+09	-1.919403289390502930e+09	-1.939829750783441544e+09	-1.958995523769998550e+09	-1.976732369720458984e+09	-1.992860748872049332e+09	-2.007189810304124832e+09	-2.019517525829954147e+09	-2.029630993121078491e+09	-2.037306934883224487e+09	-2.042312421946250916e+09	-2.044405848548948288e+09	-2.043338187707967758e+09	-2.038854553157535553e+09	-2.030696091726604462e+09	-2.018602225975589752e+09	-2.002313261257068634e+09	-1.981573363936309814e+09	-1.956133908202850342e+09	-1.925757177693817139e+09	-1.890220395100559235e+09	-1.849320038230587006e+09	-1.802876384976745605e+09	-1.750738212789123535e+09	-1.692787561199203491e+09	-1.628944449511146545e+09	-1.559171426889976501e+09	-1.483477819774871826e+09	-1.401923532910007477e+09	-1.314622256368980408e+09	-1.221743932702167511e+09	-1.123516346508544922e+09	-1.020225713790294647e+09	-9.122161704861602783e+08	-7.998880882652359009e+08	-6.836951802022132874e+08	-5.641403980904846191e+08	-4.417706652074279785e+08	-3.171705313155593872e+08	-1.909548783414459229e+08	-6.376084323279571533e+07	6.376084323279571533e+07	1.909548783414459229e+08	3.171705313155555725e+08	4.417706652074279785e+08	5.641403980904846191e+08	6.836951802022132874e+08	7.998880882652359009e+08	9.122161704861602783e+08	1.020225713790290833e+09	1.123516346508541107e+09	1.221743932702163696e+09	1.314622256368980408e+09	1.401923532910007477e+09	1.483477819774871826e+09	1.559171426889972687e+09	1.628944449511146545e+09	1.692787561199203491e+09	1.750738212789123535e+09	1.802876384976745605e+09	1.849320038230587006e+09	1.890220395100563049e+09	1.925757177693817139e+09	1.956133908202850342e+09	1.981573363936313629e+09	2.002313261257072449e+09	2.018602225975593567e+09	2.030696091726604462e+09	2.038854553157535553e+09	2.043338187707967758e+09	2.044405848548948288e+09	2.042312421946250916e+09	2.037306934883224487e+09	2.029630993121078491e+09	2.019517525829957962e+09	2.007189810304128647e+09	1.992860748872047424e+09	1.976732369720455170e+09	1.958995523769994736e+09	1.939829750783441544e+09	1.919403289390499115e+09	1.897873207531526566e+09	1.875385631834747314e+09	1.852076056547887802e+09	1.828069714766269684e+09	1.803481996773906708e+09	1.778418902297630310e+09	1.752977515334070206e+09	1.727246491926456451e+09	1.701306552830982208e+09
